"Nr OKW";"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"% głosów ważnych";"Robert BIEDROŃ";"Krzysztof BOSAK";"Andrzej Sebastian DUDA";"Szymon Franciszek HOŁOWNIA";"Marek JAKUBIAK";"Władysław Marcin KOSINIAK-KAMYSZ";"Mirosław Mariusz PIOTROWSKI";"Paweł Jan TANAJNO";"Rafał Kazimierz TRZASKOWSKI";"Waldemar Włodzimierz WITKOWSKI";"Stanisław Józef ŻÓŁTEK";"Liczba obwodów"
31;"181103";"gmina wiejska";"gm. Czermin";"mielecki";"podkarpackie";"61,67";"0,49";"41,18";"58,82";"0,00";"99,51";"0,92";"7,39";"71,59";"7,54";"0,26";"3,35";"0,14";"0,12";"8,40";"0,06";"0,23";6
31;"181104";"gmina wiejska";"gm. Gawłuszowice";"mielecki";"podkarpackie";"65,06";"0,42";"16,67";"83,33";"0,00";"99,58";"0,70";"6,40";"75,18";"4,78";"0,21";"4,43";"0,07";"0,07";"7,88";"0,00";"0,28";7
31;"181105";"gmina wiejska";"gm. Mielec";"mielecki";"podkarpackie";"65,09";"0,32";"31,82";"68,18";"0,00";"99,68";"1,14";"9,20";"61,68";"9,50";"0,13";"2,91";"0,13";"0,10";"15,04";"0,04";"0,13";9
31;"181106";"gmina wiejska";"gm. Padew Narodowa";"mielecki";"podkarpackie";"63,61";"0,37";"40,00";"60,00";"0,00";"99,63";"0,93";"7,04";"73,51";"5,37";"0,22";"5,10";"0,07";"0,07";"7,45";"0,00";"0,22";11
31;"181107";"gmina miejsko-wiejska";"gm. Przecław";"mielecki";"podkarpackie";"63,98";"0,25";"40,00";"60,00";"0,00";"99,75";"1,20";"7,11";"72,46";"7,23";"0,20";"2,39";"0,08";"0,17";"8,87";"0,14";"0,15";11
31;"181108";"gmina miejsko-wiejska";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"62,10";"0,38";"11,54";"88,46";"0,00";"99,62";"0,97";"7,26";"71,10";"8,52";"0,12";"3,48";"0,13";"0,04";"8,23";"0,03";"0,12";14
31;"181109";"gmina wiejska";"gm. Tuszów Narodowy";"mielecki";"podkarpackie";"68,38";"0,41";"44,44";"55,56";"0,00";"99,59";"0,98";"7,23";"71,03";"6,77";"0,21";"3,18";"0,07";"0,05";"10,13";"0,05";"0,32";8
31;"181110";"gmina wiejska";"gm. Wadowice Górne";"mielecki";"podkarpackie";"61,57";"0,33";"25,00";"75,00";"0,00";"99,67";"1,10";"7,91";"72,56";"6,56";"0,11";"5,44";"0,14";"0,14";"5,74";"0,05";"0,25";9
31;"181201";"gmina wiejska";"gm. Harasiuki";"niżański";"podkarpackie";"56,68";"0,46";"38,46";"61,54";"0,00";"99,54";"0,86";"8,74";"73,25";"5,46";"0,32";"2,78";"0,11";"0,11";"8,17";"0,07";"0,14";12
31;"181202";"gmina wiejska";"gm. Jarocin";"niżański";"podkarpackie";"54,04";"0,51";"16,67";"83,33";"0,00";"99,49";"1,24";"8,62";"69,18";"5,29";"0,09";"3,63";"0,17";"0,04";"11,57";"0,04";"0,13";7
31;"181203";"gmina wiejska";"gm. Jeżowe";"niżański";"podkarpackie";"65,45";"0,48";"16,00";"84,00";"0,00";"99,52";"0,56";"8,30";"81,18";"3,93";"0,16";"1,85";"0,23";"0,08";"3,54";"0,06";"0,12";13
31;"181204";"gmina wiejska";"gm. Krzeszów";"niżański";"podkarpackie";"56,14";"0,46";"66,67";"33,33";"0,00";"99,54";"1,30";"10,27";"71,58";"6,17";"0,41";"2,39";"0,16";"0,00";"7,57";"0,05";"0,10";5
31;"181205";"gmina miejsko-wiejska";"gm. Nisko";"niżański";"podkarpackie";"59,06";"0,26";"29,63";"70,37";"0,00";"99,74";"1,50";"10,70";"58,25";"9,72";"0,23";"2,11";"0,10";"0,13";"16,90";"0,13";"0,23";15
31;"181206";"gmina miejsko-wiejska";"gm. Rudnik nad Sanem";"niżański";"podkarpackie";"56,37";"0,35";"43,75";"56,25";"0,00";"99,65";"1,65";"10,02";"59,59";"9,67";"0,11";"2,11";"0,13";"0,11";"16,15";"0,18";"0,29";8
31;"181207";"gmina miejsko-wiejska";"gm. Ulanów";"niżański";"podkarpackie";"56,37";"0,44";"29,41";"70,59";"0,00";"99,56";"0,73";"10,85";"68,59";"7,32";"0,21";"2,15";"0,16";"0,08";"9,55";"0,08";"0,29";11
30;"181301";"gmina wiejska";"gm. Bircza";"przemyski";"podkarpackie";"52,88";"0,61";"47,06";"52,94";"0,00";"99,39";"0,76";"7,04";"73,90";"5,88";"0,11";"2,02";"0,07";"0,07";"10,07";"0,07";"0,00";9
30;"181302";"gmina wiejska";"gm. Dubiecko";"przemyski";"podkarpackie";"55,95";"0,14";"33,33";"66,67";"0,00";"99,86";"1,00";"7,12";"71,16";"6,76";"0,05";"3,13";"0,10";"0,05";"10,48";"0,02";"0,14";10
30;"181303";"gmina wiejska";"gm. Fredropol";"przemyski";"podkarpackie";"58,10";"0,39";"30,00";"70,00";"0,00";"99,61";"0,97";"7,12";"67,21";"8,47";"0,08";"2,24";"0,19";"0,15";"13,38";"0,12";"0,08";13
30;"181304";"gmina wiejska";"gm. Krasiczyn";"przemyski";"podkarpackie";"59,51";"0,41";"30,00";"70,00";"0,00";"99,59";"1,32";"7,00";"58,44";"10,86";"0,21";"2,26";"0,21";"0,00";"19,51";"0,08";"0,12";5
30;"181305";"gmina wiejska";"gm. Krzywcza";"przemyski";"podkarpackie";"59,20";"0,70";"50,00";"50,00";"0,00";"99,30";"0,44";"7,20";"77,38";"5,71";"0,00";"2,81";"0,04";"0,04";"6,24";"0,00";"0,13";9
30;"181306";"gmina wiejska";"gm. Medyka";"przemyski";"podkarpackie";"59,77";"0,51";"43,75";"56,25";"0,00";"99,49";"0,77";"6,64";"67,64";"10,28";"0,10";"2,09";"0,10";"0,16";"11,96";"0,03";"0,23";9
30;"181307";"gmina wiejska";"gm. Orły";"przemyski";"podkarpackie";"65,36";"0,27";"33,33";"66,67";"0,00";"99,73";"0,84";"10,58";"64,49";"8,44";"0,20";"4,09";"0,20";"0,07";"10,82";"0,07";"0,20";12
30;"181308";"gmina wiejska";"gm. Przemyśl";"przemyski";"podkarpackie";"62,32";"0,17";"33,33";"66,67";"0,00";"99,83";"0,97";"8,47";"58,54";"10,20";"0,21";"2,89";"0,12";"0,17";"18,09";"0,06";"0,27";12
30;"181309";"gmina wiejska";"gm. Stubno";"przemyski";"podkarpackie";"52,93";"0,48";"12,50";"87,50";"0,00";"99,52";"1,45";"6,42";"65,56";"9,56";"0,06";"4,06";"0,18";"0,12";"12,17";"0,12";"0,30";5
30;"181310";"gmina wiejska";"gm. Żurawica";"przemyski";"podkarpackie";"63,27";"0,35";"47,83";"52,17";"0,00";"99,65";"1,25";"8,75";"63,63";"9,02";"0,11";"2,60";"0,09";"0,09";"14,23";"0,09";"0,15";12
30;"181401";"gmina miejska";"m. Przeworsk";"przeworski";"podkarpackie";"63,84";"0,17";"30,77";"69,23";"0,00";"99,83";"1,60";"8,32";"56,14";"9,94";"0,17";"2,87";"0,19";"0,09";"20,43";"0,05";"0,20";14
30;"181402";"gmina wiejska";"gm. Adamówka";"przeworski";"podkarpackie";"57,98";"0,41";"25,00";"75,00";"0,00";"99,59";"0,77";"9,06";"67,66";"8,55";"0,21";"4,94";"0,21";"0,00";"8,39";"0,10";"0,10";4
30;"181403";"gmina wiejska";"gm. Gać";"przeworski";"podkarpackie";"64,28";"0,38";"33,33";"66,67";"0,00";"99,62";"0,72";"8,19";"71,43";"5,27";"0,25";"4,98";"0,00";"0,08";"8,86";"0,00";"0,21";5
30;"181404";"gmina wiejska";"gm. Jawornik Polski";"przeworski";"podkarpackie";"61,53";"0,13";"0,00";"100,00";"0,00";"99,87";"0,87";"6,17";"67,30";"7,99";"0,22";"4,17";"0,04";"0,13";"12,90";"0,09";"0,13";4
30;"181405";"gmina miejsko-wiejska";"gm. Kańczuga";"przeworski";"podkarpackie";"59,14";"0,31";"5,56";"94,44";"0,00";"99,69";"1,06";"6,81";"63,74";"6,85";"0,09";"7,31";"0,03";"0,02";"13,92";"0,07";"0,12";9
30;"181406";"gmina wiejska";"gm. Przeworsk";"przeworski";"podkarpackie";"66,22";"0,31";"41,67";"58,33";"0,00";"99,69";"0,92";"8,93";"72,91";"6,93";"0,14";"2,41";"0,05";"0,12";"7,37";"0,05";"0,17";11
30;"181407";"gmina miejsko-wiejska";"gm. Sieniawa";"przeworski";"podkarpackie";"59,47";"0,29";"30,00";"70,00";"0,00";"99,71";"0,64";"10,01";"65,06";"7,87";"0,15";"3,04";"0,12";"0,00";"12,85";"0,03";"0,23";9
30;"181408";"gmina wiejska";"gm. Tryńcza";"przeworski";"podkarpackie";"64,57";"0,51";"18,18";"81,82";"0,00";"99,49";"0,65";"10,00";"76,74";"4,72";"0,19";"1,63";"0,00";"0,05";"5,84";"0,07";"0,12";7
30;"181409";"gmina wiejska";"gm. Zarzecze";"przeworski";"podkarpackie";"67,13";"0,40";"33,33";"66,67";"0,00";"99,60";"0,73";"7,58";"72,57";"5,67";"0,08";"5,27";"0,11";"0,05";"7,85";"0,08";"0,03";9
28;"181501";"gmina wiejska";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"68,32";"0,14";"33,33";"66,67";"0,00";"99,86";"0,94";"9,15";"71,05";"7,32";"0,05";"2,63";"0,10";"0,07";"8,45";"0,02";"0,22";9
28;"181502";"gmina wiejska";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"64,57";"0,48";"27,78";"72,22";"0,00";"99,52";"0,94";"7,78";"73,56";"7,03";"0,16";"2,28";"0,05";"0,11";"7,91";"0,11";"0,08";9
28;"181503";"gmina miejsko-wiejska";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"66,15";"0,29";"36,59";"63,41";"0,00";"99,71";"0,90";"9,50";"66,22";"8,56";"0,16";"3,29";"0,18";"0,10";"10,86";"0,08";"0,15";23
28;"181504";"gmina miejsko-wiejska";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"68,54";"0,32";"31,71";"68,29";"0,00";"99,68";"1,00";"9,77";"69,22";"6,96";"0,29";"2,00";"0,13";"0,08";"10,30";"0,09";"0,16";23
28;"181505";"gmina wiejska";"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";"66,46";"0,40";"29,41";"70,59";"0,00";"99,60";"0,95";"7,83";"77,18";"5,54";"0,12";"2,44";"0,02";"0,07";"5,66";"0,05";"0,14";5
28;"181601";"gmina miejska";"m. Dynów";"rzeszowski";"podkarpackie";"63,72";"0,32";"40,00";"60,00";"0,00";"99,68";"1,34";"9,73";"63,62";"6,83";"0,10";"2,11";"0,10";"0,26";"15,51";"0,06";"0,35";5
28;"181602";"gmina miejsko-wiejska";"gm. Błażowa";"rzeszowski";"podkarpackie";"65,79";"0,26";"26,67";"73,33";"0,00";"99,74";"1,00";"10,35";"67,36";"8,94";"0,19";"3,20";"0,07";"0,12";"8,59";"0,00";"0,18";10
28;"181603";"gmina miejsko-wiejska";"gm. Boguchwała";"rzeszowski";"podkarpackie";"70,72";"0,17";"36,84";"63,16";"0,00";"99,83";"1,22";"10,55";"58,16";"11,39";"0,12";"2,74";"0,12";"0,15";"15,31";"0,04";"0,20";12
28;"181604";"gmina wiejska";"gm. Chmielnik";"rzeszowski";"podkarpackie";"69,49";"0,45";"47,06";"52,94";"0,00";"99,55";"1,47";"10,22";"64,43";"8,32";"0,29";"2,61";"0,08";"0,21";"11,98";"0,05";"0,32";7
28;"181605";"gmina wiejska";"gm. Dynów";"rzeszowski";"podkarpackie";"59,02";"0,33";"18,18";"81,82";"0,00";"99,67";"0,82";"10,92";"70,65";"5,64";"0,09";"2,65";"0,06";"0,00";"8,72";"0,09";"0,34";10
28;"181606";"gmina miejsko-wiejska";"gm. Głogów Małopolski";"rzeszowski";"podkarpackie";"70,40";"0,39";"35,71";"64,29";"0,00";"99,61";"1,14";"10,46";"60,77";"10,32";"0,26";"2,46";"0,13";"0,15";"13,87";"0,16";"0,28";17
28;"181607";"gmina wiejska";"gm. Hyżne";"rzeszowski";"podkarpackie";"71,45";"0,30";"33,33";"66,67";"0,00";"99,70";"0,74";"9,06";"75,13";"6,70";"0,10";"2,06";"0,05";"0,05";"5,94";"0,08";"0,10";8
28;"181608";"gmina wiejska";"gm. Kamień";"rzeszowski";"podkarpackie";"64,57";"0,37";"30,77";"69,23";"0,00";"99,63";"0,85";"10,14";"77,70";"3,30";"0,11";"2,46";"0,08";"0,08";"4,91";"0,08";"0,28";6
28;"181609";"gmina wiejska";"gm. Krasne";"rzeszowski";"podkarpackie";"70,84";"0,28";"38,89";"61,11";"0,00";"99,72";"1,05";"9,73";"56,01";"11,85";"0,33";"2,17";"0,14";"0,13";"18,21";"0,08";"0,30";6
28;"181610";"gmina wiejska";"gm. Lubenia";"rzeszowski";"podkarpackie";"69,93";"0,16";"16,67";"83,33";"0,00";"99,84";"0,98";"8,73";"67,89";"9,46";"0,16";"2,74";"0,03";"0,08";"9,57";"0,14";"0,22";5
28;"181611";"gmina miejsko-wiejska";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"65,74";"0,39";"28,57";"71,43";"0,00";"99,61";"0,54";"10,64";"73,80";"6,00";"0,16";"1,58";"0,20";"0,15";"6,65";"0,09";"0,21";13
28;"181612";"gmina wiejska";"gm. Świlcza";"rzeszowski";"podkarpackie";"68,21";"0,27";"34,78";"65,22";"0,00";"99,73";"1,25";"9,33";"60,38";"10,79";"0,24";"3,22";"0,06";"0,12";"14,31";"0,05";"0,27";10
28;"181613";"gmina wiejska";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"70,17";"0,14";"52,94";"47,06";"0,00";"99,86";"1,05";"11,08";"58,52";"13,11";"0,23";"2,13";"0,13";"0,12";"13,36";"0,08";"0,20";11
28;"181614";"gmina miejsko-wiejska";"gm. Tyczyn";"rzeszowski";"podkarpackie";"69,33";"0,35";"30,00";"70,00";"0,00";"99,65";"1,08";"9,48";"61,59";"11,24";"0,28";"2,10";"0,07";"0,11";"13,76";"0,07";"0,21";6
29;"181701";"gmina miejska";"m. Sanok";"sanocki";"podkarpackie";"60,30";"0,25";"38,64";"61,36";"0,00";"99,75";"2,47";"7,13";"47,57";"12,64";"0,19";"2,31";"0,15";"0,12";"27,09";"0,07";"0,26";23
29;"181702";"gmina wiejska";"gm. Besko";"sanocki";"podkarpackie";"59,28";"0,20";"100,00";"0,00";"0,00";"99,80";"1,71";"8,04";"66,78";"10,88";"0,15";"2,65";"0,05";"0,20";"9,41";"0,00";"0,15";4
29;"181703";"gmina wiejska";"gm. Bukowsko";"sanocki";"podkarpackie";"61,50";"0,65";"41,18";"58,82";"0,00";"99,35";"1,70";"10,66";"64,36";"9,23";"0,15";"3,24";"0,04";"0,04";"10,39";"0,08";"0,12";3
29;"181704";"gmina wiejska";"gm. Komańcza";"sanocki";"podkarpackie";"48,51";"0,30";"0,00";"100,00";"0,00";"99,70";"3,09";"7,95";"47,42";"10,64";"0,35";"4,20";"0,10";"0,10";"25,63";"0,05";"0,46";6
29;"181705";"gmina wiejska";"gm. Sanok";"sanocki";"podkarpackie";"61,35";"0,24";"42,86";"57,14";"0,00";"99,76";"1,28";"7,67";"65,98";"9,87";"0,21";"2,40";"0,09";"0,07";"12,12";"0,09";"0,22";20
29;"181706";"gmina wiejska";"gm. Tyrawa Wołoska";"sanocki";"podkarpackie";"56,96";"0,11";"0,00";"100,00";"0,00";"99,89";"0,44";"7,53";"64,96";"10,92";"0,00";"3,28";"0,11";"0,00";"12,55";"0,00";"0,22";1
29;"181707";"gmina miejsko-wiejska";"gm. Zagórz";"sanocki";"podkarpackie";"59,00";"0,15";"22,22";"77,78";"0,00";"99,85";"1,29";"7,12";"63,87";"9,96";"0,15";"2,67";"0,11";"0,08";"14,54";"0,05";"0,16";8
29;"181708";"gmina wiejska";"gm. Zarszyn";"sanocki";"podkarpackie";"58,86";"0,21";"33,33";"66,67";"0,00";"99,79";"1,34";"7,12";"60,00";"10,62";"0,21";"4,29";"0,07";"0,16";"15,76";"0,16";"0,28";7
31;"181801";"gmina miejska";"m. Stalowa Wola";"stalowowolski";"podkarpackie";"61,29";"0,27";"30,77";"69,23";"0,00";"99,73";"1,73";"9,81";"51,63";"9,77";"0,16";"1,90";"0,13";"0,14";"24,41";"0,08";"0,25";38
31;"181802";"gmina wiejska";"gm. Bojanów";"stalowowolski";"podkarpackie";"58,51";"0,40";"35,71";"64,29";"0,00";"99,60";"0,54";"8,82";"75,48";"5,21";"0,06";"1,59";"0,09";"0,14";"7,74";"0,06";"0,28";11
31;"181803";"gmina wiejska";"gm. Pysznica";"stalowowolski";"podkarpackie";"59,87";"0,23";"16,67";"83,33";"0,00";"99,77";"1,41";"12,60";"60,36";"8,68";"0,17";"1,58";"0,10";"0,10";"14,72";"0,06";"0,23";9
31;"181804";"gmina wiejska";"gm. Radomyśl nad Sanem";"stalowowolski";"podkarpackie";"57,45";"0,15";"20,00";"80,00";"0,00";"99,85";"1,37";"9,66";"67,47";"6,84";"0,12";"1,96";"0,09";"0,09";"11,95";"0,06";"0,39";5
31;"181805";"gmina miejsko-wiejska";"gm. Zaklików";"stalowowolski";"podkarpackie";"58,23";"0,40";"18,75";"81,25";"0,00";"99,60";"1,69";"9,13";"64,04";"7,52";"0,33";"1,33";"0,05";"0,10";"15,53";"0,05";"0,23";8
31;"181806";"gmina wiejska";"gm. Zaleszany";"stalowowolski";"podkarpackie";"62,12";"0,48";"53,85";"46,15";"0,00";"99,52";"1,02";"9,60";"64,99";"8,14";"0,11";"2,26";"0,09";"0,06";"13,47";"0,04";"0,22";11
28;"181901";"gmina wiejska";"gm. Czudec";"strzyżowski";"podkarpackie";"67,24";"0,32";"45,00";"55,00";"0,00";"99,68";"1,25";"10,20";"66,08";"9,51";"0,19";"2,37";"0,19";"0,05";"9,83";"0,16";"0,16";8
28;"181902";"gmina wiejska";"gm. Frysztak";"strzyżowski";"podkarpackie";"59,82";"0,46";"43,48";"56,52";"0,00";"99,54";"1,20";"10,06";"67,47";"8,74";"0,34";"2,36";"0,06";"0,30";"9,14";"0,06";"0,26";11
28;"181903";"gmina wiejska";"gm. Niebylec";"strzyżowski";"podkarpackie";"65,90";"0,29";"25,00";"75,00";"0,00";"99,71";"0,81";"11,40";"71,43";"6,87";"0,20";"2,05";"0,09";"0,05";"6,96";"0,00";"0,14";11
28;"181904";"gmina miejsko-wiejska";"gm. Strzyżów";"strzyżowski";"podkarpackie";"60,24";"0,31";"22,58";"77,42";"0,00";"99,69";"1,00";"9,22";"61,31";"11,51";"0,17";"2,63";"0,05";"0,13";"13,75";"0,07";"0,14";21
28;"181905";"gmina wiejska";"gm. Wiśniowa";"strzyżowski";"podkarpackie";"63,00";"0,22";"33,33";"66,67";"0,00";"99,78";"0,89";"8,92";"69,83";"8,50";"0,17";"2,46";"0,25";"0,15";"8,53";"0,05";"0,25";13
31;"182001";"gmina miejsko-wiejska";"gm. Baranów Sandomierski";"tarnobrzeski";"podkarpackie";"61,97";"0,18";"9,09";"90,91";"0,00";"99,82";"0,77";"7,86";"67,78";"8,68";"0,10";"2,21";"0,15";"0,08";"11,93";"0,12";"0,32";12
31;"182002";"gmina wiejska";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"61,26";"0,20";"38,46";"61,54";"0,00";"99,80";"1,50";"8,32";"58,79";"9,65";"0,14";"4,96";"0,03";"0,13";"16,20";"0,05";"0,24";11
31;"182003";"gmina wiejska";"gm. Grębów";"tarnobrzeski";"podkarpackie";"62,27";"0,28";"28,57";"71,43";"0,00";"99,72";"1,16";"9,23";"67,85";"8,05";"0,08";"2,22";"0,04";"0,12";"10,95";"0,04";"0,26";8
31;"182004";"gmina miejsko-wiejska";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"58,45";"0,23";"35,00";"65,00";"0,00";"99,77";"1,50";"8,05";"60,52";"9,44";"0,11";"2,27";"0,08";"0,16";"17,27";"0,14";"0,47";18
29;"182101";"gmina wiejska";"gm. Baligród";"leski";"podkarpackie";"60,51";"0,17";"0,00";"100,00";"0,00";"99,83";"1,63";"7,55";"60,05";"10,05";"0,17";"2,38";"0,06";"0,23";"17,60";"0,00";"0,29";4
29;"182102";"gmina wiejska";"gm. Cisna";"leski";"podkarpackie";"75,03";"0,27";"80,00";"20,00";"0,00";"99,73";"3,68";"7,14";"26,23";"21,09";"0,43";"3,24";"0,05";"0,27";"37,26";"0,38";"0,22";2
29;"182103";"gmina miejsko-wiejska";"gm. Lesko";"leski";"podkarpackie";"59,41";"0,26";"28,57";"71,43";"0,00";"99,74";"1,38";"7,11";"56,65";"10,14";"0,22";"3,16";"0,09";"0,02";"20,93";"0,09";"0,22";12
29;"182104";"gmina wiejska";"gm. Olszanica";"leski";"podkarpackie";"58,10";"0,39";"30,00";"70,00";"0,00";"99,61";"1,54";"7,40";"58,19";"8,55";"0,20";"3,29";"0,08";"0,04";"20,47";"0,00";"0,24";5
29;"182105";"gmina wiejska";"gm. Solina";"leski";"podkarpackie";"70,02";"0,22";"33,33";"66,67";"0,00";"99,78";"1,63";"7,71";"54,09";"11,93";"0,15";"2,12";"0,05";"0,10";"22,03";"0,02";"0,17";8
29;"186101";"gmina miejska";"m. Krosno";"Krosno";"podkarpackie";"65,25";"0,19";"36,96";"63,04";"0,00";"99,81";"3,25";"8,27";"46,58";"11,25";"0,22";"2,17";"0,12";"0,10";"27,70";"0,13";"0,21";28
30;"186201";"gmina miejska";"m. Przemyśl";"Przemyśl";"podkarpackie";"59,25";"0,33";"36,56";"63,44";"0,00";"99,67";"1,83";"7,26";"47,22";"11,56";"0,17";"2,07";"0,11";"0,14";"29,34";"0,12";"0,18";39
28;"186301";"gmina miejska";"m. Rzeszów";"Rzeszów";"podkarpackie";"68,74";"0,24";"35,32";"64,68";"0,00";"99,76";"2,26";"10,02";"40,44";"15,13";"0,27";"2,47";"0,14";"0,15";"28,67";"0,13";"0,34";98
31;"186401";"gmina miejska";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"62,72";"0,24";"47,27";"52,73";"0,00";"99,76";"2,13";"7,72";"44,08";"11,81";"0,17";"2,40";"0,10";"0,12";"31,06";"0,13";"0,27";34
34;"200101";"gmina miejska";"m. Augustów";"augustowski";"podlaskie";"60,20";"0,35";"40,00";"60,00";"0,00";"99,65";"1,85";"7,62";"46,34";"14,56";"0,23";"2,13";"0,10";"0,11";"26,69";"0,08";"0,28";20
34;"200102";"gmina wiejska";"gm. Augustów";"augustowski";"podlaskie";"51,03";"0,70";"21,05";"78,95";"0,00";"99,30";"1,19";"7,69";"62,96";"11,73";"0,11";"3,77";"0,04";"0,22";"11,80";"0,11";"0,37";6
34;"200103";"gmina wiejska";"gm. Bargłów Kościelny";"augustowski";"podlaskie";"47,77";"0,14";"0,00";"100,00";"0,00";"99,86";"0,62";"5,43";"67,80";"9,95";"0,19";"3,99";"0,19";"0,05";"11,63";"0,05";"0,10";3
34;"200104";"gmina miejsko-wiejska";"gm. Lipsk";"augustowski";"podlaskie";"52,82";"0,04";"0,00";"100,00";"0,00";"99,96";"1,42";"5,57";"65,58";"10,55";"0,09";"2,49";"0,22";"0,04";"13,76";"0,04";"0,22";5
34;"200105";"gmina wiejska";"gm. Nowinka";"augustowski";"podlaskie";"65,95";"0,34";"0,00";"100,00";"0,00";"99,66";"1,43";"6,57";"52,71";"13,65";"0,17";"2,63";"0,06";"0,17";"22,22";"0,00";"0,40";4
34;"200106";"gmina wiejska";"gm. Płaska";"augustowski";"podlaskie";"61,45";"0,34";"40,00";"60,00";"0,00";"99,66";"1,63";"5,98";"41,67";"15,98";"0,00";"2,65";"0,27";"0,07";"31,41";"0,27";"0,07";3
34;"200107";"gmina wiejska";"gm. Sztabin";"augustowski";"podlaskie";"52,09";"0,28";"33,33";"66,67";"0,00";"99,72";"0,70";"5,20";"61,75";"12,86";"0,09";"3,16";"0,14";"0,23";"15,51";"0,05";"0,32";3
32;"200201";"gmina miejsko-wiejska";"gm. Choroszcz";"białostocki";"podlaskie";"63,76";"0,51";"26,19";"73,81";"0,00";"99,49";"1,47";"8,34";"49,37";"18,78";"0,25";"1,53";"0,05";"0,18";"19,77";"0,04";"0,23";11
32;"200202";"gmina miejsko-wiejska";"gm. Czarna Białostocka";"białostocki";"podlaskie";"60,31";"0,23";"16,67";"83,33";"0,00";"99,77";"1,28";"8,72";"51,41";"16,41";"0,17";"1,11";"0,17";"0,17";"20,32";"0,04";"0,21";7
32;"200203";"gmina wiejska";"gm. Dobrzyniewo Duże";"białostocki";"podlaskie";"63,82";"0,30";"42,86";"57,14";"0,00";"99,70";"1,19";"8,75";"51,00";"19,63";"0,15";"1,84";"0,13";"0,13";"16,88";"0,02";"0,30";5
32;"200204";"gmina wiejska";"gm. Gródek";"białostocki";"podlaskie";"52,44";"0,27";"33,33";"66,67";"0,00";"99,73";"2,17";"4,03";"30,25";"25,07";"0,18";"1,24";"0,09";"0,04";"36,67";"0,00";"0,27";10
32;"200205";"gmina wiejska";"gm. Juchnowiec Kościelny";"białostocki";"podlaskie";"68,06";"0,28";"16,67";"83,33";"0,00";"99,72";"1,17";"9,65";"47,08";"19,46";"0,35";"1,64";"0,12";"0,12";"19,88";"0,13";"0,41";13
32;"200206";"gmina miejsko-wiejska";"gm. Łapy";"białostocki";"podlaskie";"63,72";"0,31";"14,71";"85,29";"0,00";"99,69";"0,85";"7,05";"64,61";"11,96";"0,16";"1,38";"0,15";"0,13";"13,29";"0,07";"0,34";16
32;"200207";"gmina miejsko-wiejska";"gm. Michałowo";"białostocki";"podlaskie";"50,91";"0,50";"50,00";"50,00";"0,00";"99,50";"2,45";"4,46";"43,27";"20,77";"0,43";"1,87";"0,11";"0,25";"26,10";"0,07";"0,22";12
32;"200208";"gmina wiejska";"gm. Poświętne";"białostocki";"podlaskie";"63,11";"0,17";"0,00";"100,00";"0,00";"99,83";"0,46";"7,00";"78,12";"6,89";"0,00";"2,84";"0,06";"0,00";"4,51";"0,00";"0,12";3
32;"200209";"gmina miejsko-wiejska";"gm. Supraśl";"białostocki";"podlaskie";"68,92";"0,24";"19,05";"80,95";"0,00";"99,76";"1,86";"8,81";"33,97";"24,81";"0,20";"1,62";"0,07";"0,13";"28,27";"0,08";"0,19";10
32;"200210";"gmina miejsko-wiejska";"gm. Suraż";"białostocki";"podlaskie";"66,75";"0,47";"0,00";"100,00";"0,00";"99,53";"0,57";"4,64";"68,44";"12,61";"0,00";"2,56";"0,00";"0,00";"11,09";"0,09";"0,00";4
32;"200211";"gmina wiejska";"gm. Turośń Kościelna";"białostocki";"podlaskie";"68,91";"0,14";"20,00";"80,00";"0,00";"99,86";"0,69";"8,93";"52,32";"16,67";"0,09";"2,06";"0,06";"0,43";"18,64";"0,00";"0,11";5
32;"200212";"gmina miejsko-wiejska";"gm. Tykocin";"białostocki";"podlaskie";"61,49";"0,42";"61,54";"38,46";"0,00";"99,58";"0,85";"6,44";"70,44";"12,52";"0,13";"2,08";"0,10";"0,00";"7,25";"0,07";"0,13";8
32;"200213";"gmina miejsko-wiejska";"gm. Wasilków";"białostocki";"podlaskie";"65,63";"0,23";"42,11";"57,89";"0,00";"99,77";"1,39";"8,34";"42,28";"22,60";"0,28";"1,52";"0,09";"0,09";"23,06";"0,09";"0,24";7
