"Nr OKW";"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"% głosów ważnych";"Robert BIEDROŃ";"Krzysztof BOSAK";"Andrzej Sebastian DUDA";"Szymon Franciszek HOŁOWNIA";"Marek JAKUBIAK";"Władysław Marcin KOSINIAK-KAMYSZ";"Mirosław Mariusz PIOTROWSKI";"Paweł Jan TANAJNO";"Rafał Kazimierz TRZASKOWSKI";"Waldemar Włodzimierz WITKOWSKI";"Stanisław Józef ŻÓŁTEK";"Liczba obwodów"
14;"100607";"gmina miejsko-wiejska";"gm. Koluszki";"łódzki wschodni";"łódzkie";"69,72";"0,32";"21,95";"78,05";"0,00";"99,68";"2,28";"7,88";"46,55";"13,40";"0,20";"2,17";"0,11";"0,12";"26,91";"0,17";"0,22";26
14;"100608";"gmina wiejska";"gm. Nowosolna";"łódzki wschodni";"łódzkie";"77,72";"0,48";"26,67";"73,33";"0,00";"99,52";"2,33";"6,21";"33,39";"16,41";"0,16";"2,23";"0,06";"0,06";"38,42";"0,38";"0,35";6
14;"100610";"gmina miejsko-wiejska";"gm. Rzgów";"łódzki wschodni";"łódzkie";"74,16";"0,30";"38,89";"61,11";"0,00";"99,70";"1,63";"7,59";"45,92";"12,74";"0,20";"2,73";"0,05";"0,25";"28,60";"0,05";"0,24";7
14;"100611";"gmina miejsko-wiejska";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"67,24";"0,46";"25,81";"74,19";"0,00";"99,54";"2,38";"6,87";"47,12";"13,56";"0,09";"1,85";"0,15";"0,13";"27,57";"0,13";"0,15";17
17;"100701";"gmina wiejska";"gm. Białaczów";"opoczyński";"łódzkie";"64,38";"0,56";"29,41";"70,59";"0,00";"99,44";"1,03";"5,66";"70,50";"8,91";"0,07";"3,28";"0,03";"0,10";"10,23";"0,07";"0,13";6
17;"100702";"gmina miejsko-wiejska";"gm. Drzewica";"opoczyński";"łódzkie";"66,71";"0,37";"33,33";"66,67";"0,00";"99,63";"1,18";"5,75";"71,21";"7,62";"0,16";"2,75";"0,09";"0,12";"10,88";"0,07";"0,16";13
17;"100703";"gmina wiejska";"gm. Mniszków";"opoczyński";"łódzkie";"66,42";"0,39";"40,00";"60,00";"0,00";"99,61";"1,26";"5,08";"71,91";"7,76";"0,04";"3,55";"0,16";"0,28";"9,81";"0,04";"0,12";4
17;"100704";"gmina miejsko-wiejska";"gm. Opoczno";"opoczyński";"łódzkie";"69,63";"0,23";"32,56";"67,44";"0,00";"99,77";"1,29";"6,57";"59,01";"14,29";"0,16";"2,40";"0,19";"0,11";"15,65";"0,15";"0,18";25
17;"100705";"gmina wiejska";"gm. Paradyż";"opoczyński";"łódzkie";"70,64";"0,33";"37,50";"62,50";"0,00";"99,67";"0,41";"6,40";"77,21";"6,07";"0,29";"3,47";"0,08";"0,12";"5,75";"0,04";"0,16";4
17;"100706";"gmina wiejska";"gm. Poświętne";"opoczyński";"łódzkie";"69,13";"0,11";"50,00";"50,00";"0,00";"99,89";"0,65";"7,16";"70,81";"7,11";"0,16";"3,82";"0,00";"0,11";"9,91";"0,00";"0,27";4
17;"100707";"gmina wiejska";"gm. Sławno";"opoczyński";"łódzkie";"68,00";"0,27";"36,36";"63,64";"0,00";"99,73";"0,52";"7,23";"71,49";"9,96";"0,15";"3,30";"0,05";"0,10";"7,00";"0,05";"0,15";8
17;"100708";"gmina wiejska";"gm. Żarnów";"opoczyński";"łódzkie";"64,30";"0,32";"20,00";"80,00";"0,00";"99,68";"1,08";"6,44";"68,25";"9,18";"0,13";"2,55";"0,03";"0,16";"11,92";"0,06";"0,19";9
14;"100801";"gmina miejska";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"68,14";"0,29";"37,93";"62,07";"0,00";"99,71";"2,35";"6,45";"37,46";"14,73";"0,20";"2,12";"0,13";"0,12";"36,06";"0,20";"0,16";13
14;"100802";"gmina miejska";"m. Pabianice";"pabianicki";"łódzkie";"64,29";"0,40";"29,46";"70,54";"0,00";"99,60";"2,92";"5,60";"38,41";"14,26";"0,15";"1,55";"0,10";"0,13";"36,50";"0,16";"0,21";29
14;"100803";"gmina wiejska";"gm. Dłutów";"pabianicki";"łódzkie";"67,21";"0,20";"20,00";"80,00";"0,00";"99,80";"1,55";"5,54";"53,47";"12,11";"0,08";"2,59";"0,12";"0,12";"24,02";"0,16";"0,24";4
14;"100804";"gmina wiejska";"gm. Dobroń";"pabianicki";"łódzkie";"69,68";"0,35";"33,33";"66,67";"0,00";"99,65";"1,79";"4,99";"45,39";"13,81";"0,12";"3,20";"1,74";"0,05";"28,52";"0,19";"0,21";6
14;"100805";"gmina wiejska";"gm. Ksawerów";"pabianicki";"łódzkie";"70,59";"0,28";"16,67";"83,33";"0,00";"99,72";"2,12";"7,25";"37,43";"15,67";"0,19";"2,00";"0,07";"0,16";"34,57";"0,19";"0,35";7
14;"100806";"gmina wiejska";"gm. Lutomiersk";"pabianicki";"łódzkie";"68,15";"0,15";"28,57";"71,43";"0,00";"99,85";"2,53";"6,00";"43,10";"13,59";"0,17";"3,51";"0,06";"0,17";"30,67";"0,04";"0,15";6
14;"100807";"gmina wiejska";"gm. Pabianice";"pabianicki";"łódzkie";"74,75";"0,28";"41,67";"58,33";"0,00";"99,72";"2,24";"6,26";"44,27";"15,04";"0,24";"3,27";"0,09";"0,33";"27,68";"0,28";"0,31";5
16;"100901";"gmina miejsko-wiejska";"gm. Działoszyn";"pajęczański";"łódzkie";"62,93";"0,35";"36,36";"63,64";"0,00";"99,65";"2,25";"5,84";"55,13";"12,71";"0,21";"2,23";"0,05";"0,18";"21,14";"0,08";"0,18";8
16;"100902";"gmina wiejska";"gm. Kiełczygłów";"pajęczański";"łódzkie";"64,59";"0,50";"45,45";"54,55";"0,00";"99,50";"1,79";"5,55";"71,10";"8,81";"0,14";"2,66";"0,05";"0,09";"9,54";"0,09";"0,18";3
16;"100903";"gmina wiejska";"gm. Nowa Brzeźnica";"pajęczański";"łódzkie";"61,81";"0,47";"45,45";"54,55";"0,00";"99,53";"1,37";"6,19";"59,90";"11,65";"0,09";"3,37";"0,04";"0,13";"16,98";"0,04";"0,26";4
16;"100904";"gmina miejsko-wiejska";"gm. Pajęczno";"pajęczański";"łódzkie";"61,91";"0,36";"33,33";"66,67";"0,00";"99,64";"1,98";"6,28";"54,58";"12,45";"0,19";"2,34";"0,12";"0,17";"21,59";"0,09";"0,21";6
16;"100905";"gmina wiejska";"gm. Rząśnia";"pajęczański";"łódzkie";"65,40";"0,58";"60,00";"40,00";"0,00";"99,42";"1,12";"7,34";"69,82";"6,84";"0,31";"1,82";"0,08";"0,04";"12,56";"0,00";"0,08";5
16;"100906";"gmina wiejska";"gm. Siemkowice";"pajęczański";"łódzkie";"60,91";"0,21";"60,00";"40,00";"0,00";"99,79";"1,92";"6,23";"65,80";"10,95";"0,17";"4,47";"0,13";"0,04";"9,82";"0,00";"0,46";4
16;"100907";"gmina wiejska";"gm. Strzelce Wielkie";"pajęczański";"łódzkie";"61,91";"0,52";"25,00";"75,00";"0,00";"99,48";"1,39";"6,01";"69,97";"7,92";"0,22";"2,35";"0,17";"0,13";"11,71";"0,04";"0,09";4
16;"100908";"gmina wiejska";"gm. Sulmierzyce";"pajęczański";"łódzkie";"67,61";"0,20";"20,00";"80,00";"0,00";"99,80";"1,56";"6,71";"67,21";"8,88";"0,20";"2,62";"0,16";"0,08";"12,40";"0,00";"0,16";5
15;"101001";"gmina wiejska";"gm. Aleksandrów";"piotrkowski";"łódzkie";"64,64";"0,21";"40,00";"60,00";"0,00";"99,79";"1,45";"5,11";"70,56";"6,44";"0,04";"3,49";"0,08";"0,04";"12,42";"0,12";"0,25";5
15;"101002";"gmina wiejska";"gm. Czarnocin";"piotrkowski";"łódzkie";"65,58";"0,09";"50,00";"50,00";"0,00";"99,91";"1,07";"8,45";"63,74";"9,01";"0,33";"3,55";"0,05";"0,19";"13,30";"0,09";"0,23";4
15;"101003";"gmina wiejska";"gm. Gorzkowice";"piotrkowski";"łódzkie";"63,73";"0,48";"38,10";"61,90";"0,00";"99,52";"1,52";"6,37";"67,26";"9,86";"0,21";"2,64";"0,05";"0,14";"11,73";"0,07";"0,16";9
15;"101004";"gmina wiejska";"gm. Grabica";"piotrkowski";"łódzkie";"65,89";"0,19";"16,67";"83,33";"0,00";"99,81";"1,34";"5,21";"69,55";"9,50";"0,22";"4,04";"0,06";"0,03";"9,76";"0,10";"0,19";5
15;"101005";"gmina wiejska";"gm. Łęki Szlacheckie";"piotrkowski";"łódzkie";"57,83";"0,30";"40,00";"60,00";"0,00";"99,70";"0,90";"6,01";"71,03";"7,81";"0,12";"3,31";"0,12";"0,06";"10,58";"0,06";"0,00";4
15;"101006";"gmina wiejska";"gm. Moszczenica";"piotrkowski";"łódzkie";"65,95";"0,25";"35,29";"64,71";"0,00";"99,75";"1,63";"7,76";"62,12";"10,18";"0,16";"2,61";"0,21";"0,15";"14,89";"0,09";"0,19";9
15;"101007";"gmina wiejska";"gm. Ręczno";"piotrkowski";"łódzkie";"64,26";"0,68";"23,08";"76,92";"0,00";"99,32";"1,31";"5,72";"64,71";"8,04";"0,11";"4,46";"0,11";"0,11";"15,44";"0,00";"0,00";4
15;"101008";"gmina wiejska";"gm. Rozprza";"piotrkowski";"łódzkie";"64,76";"0,48";"43,33";"56,67";"0,00";"99,52";"1,59";"6,45";"66,29";"9,97";"0,24";"3,18";"0,11";"0,05";"11,74";"0,16";"0,21";10
15;"101009";"gmina miejsko-wiejska";"gm. Sulejów";"piotrkowski";"łódzkie";"65,94";"0,37";"43,75";"56,25";"0,00";"99,63";"1,52";"6,82";"56,27";"12,88";"0,22";"2,39";"0,06";"0,21";"19,30";"0,07";"0,26";12
15;"101010";"gmina wiejska";"gm. Wola Krzysztoporska";"piotrkowski";"łódzkie";"67,20";"0,21";"30,77";"69,23";"0,00";"99,79";"1,18";"6,15";"69,33";"10,12";"0,11";"2,23";"0,14";"0,08";"10,32";"0,03";"0,30";8
15;"101011";"gmina miejsko-wiejska";"gm. Wolbórz";"piotrkowski";"łódzkie";"69,85";"0,25";"18,18";"81,82";"0,00";"99,75";"1,11";"8,96";"57,22";"11,06";"0,20";"3,21";"0,18";"0,07";"17,74";"0,07";"0,18";8
14;"101101";"gmina wiejska";"gm. Dalików";"poddębicki";"łódzkie";"63,84";"0,49";"30,00";"70,00";"0,00";"99,51";"1,13";"4,62";"58,83";"11,41";"0,15";"4,92";"0,05";"0,10";"18,69";"0,00";"0,10";5
14;"101102";"gmina wiejska";"gm. Pęczniew";"poddębicki";"łódzkie";"63,41";"0,42";"37,50";"62,50";"0,00";"99,58";"1,48";"4,40";"60,34";"9,92";"0,32";"2,81";"0,05";"0,11";"20,47";"0,00";"0,11";5
14;"101103";"gmina miejsko-wiejska";"gm. Poddębice";"poddębicki";"łódzkie";"62,80";"0,48";"44,74";"55,26";"0,00";"99,52";"1,59";"4,92";"48,82";"14,43";"0,10";"4,90";"0,14";"0,12";"24,59";"0,13";"0,27";19
14;"101104";"gmina miejsko-wiejska";"gm. Uniejów";"poddębicki";"łódzkie";"65,45";"0,13";"20,00";"80,00";"0,00";"99,87";"1,91";"4,58";"60,72";"11,56";"0,21";"2,72";"0,08";"0,18";"17,86";"0,08";"0,10";6
14;"101105";"gmina wiejska";"gm. Wartkowice";"poddębicki";"łódzkie";"57,52";"0,62";"16,67";"83,33";"0,00";"99,38";"1,69";"5,81";"62,60";"13,45";"0,24";"3,73";"0,10";"0,10";"12,06";"0,14";"0,07";10
14;"101106";"gmina wiejska";"gm. Zadzim";"poddębicki";"łódzkie";"60,75";"0,36";"22,22";"77,78";"0,00";"99,64";"1,28";"4,94";"60,30";"11,80";"0,20";"5,94";"0,12";"0,08";"14,99";"0,04";"0,32";6
15;"101201";"gmina miejska";"m. Radomsko";"radomszczański";"łódzkie";"62,82";"0,28";"50,77";"49,23";"0,00";"99,72";"2,40";"5,41";"45,97";"12,13";"0,13";"2,03";"0,12";"0,18";"31,31";"0,11";"0,21";24
15;"101202";"gmina wiejska";"gm. Dobryszyce";"radomszczański";"łódzkie";"63,60";"0,36";"25,00";"75,00";"0,00";"99,64";"1,87";"5,51";"58,76";"11,93";"0,32";"1,87";"0,00";"0,27";"19,30";"0,05";"0,14";3
15;"101203";"gmina wiejska";"gm. Gidle";"radomszczański";"łódzkie";"58,69";"0,20";"50,00";"50,00";"0,00";"99,80";"1,39";"7,52";"56,56";"11,43";"0,17";"3,37";"0,14";"0,20";"18,71";"0,14";"0,37";6
15;"101204";"gmina wiejska";"gm. Gomunice";"radomszczański";"łódzkie";"65,11";"0,32";"20,00";"80,00";"0,00";"99,68";"1,98";"7,18";"57,01";"11,98";"0,26";"2,69";"0,10";"0,10";"18,34";"0,06";"0,29";5
15;"101205";"gmina miejsko-wiejska";"gm. Kamieńsk";"radomszczański";"łódzkie";"66,33";"0,32";"30,00";"70,00";"0,00";"99,68";"1,54";"7,91";"66,63";"9,13";"0,10";"1,79";"0,06";"0,06";"12,52";"0,06";"0,19";5
15;"101206";"gmina wiejska";"gm. Kobiele Wielkie";"radomszczański";"łódzkie";"59,77";"0,28";"50,00";"50,00";"0,00";"99,72";"2,42";"6,21";"59,53";"8,96";"0,09";"3,32";"0,14";"0,14";"18,58";"0,05";"0,57";4
15;"101207";"gmina wiejska";"gm. Kodrąb";"radomszczański";"łódzkie";"58,07";"0,32";"28,57";"71,43";"0,00";"99,68";"1,75";"4,14";"63,24";"9,19";"0,00";"5,10";"0,00";"0,09";"16,04";"0,23";"0,23";6
15;"101208";"gmina wiejska";"gm. Lgota Wielka";"radomszczański";"łódzkie";"64,33";"0,55";"41,67";"58,33";"0,00";"99,45";"1,47";"7,51";"62,63";"11,84";"0,32";"2,86";"0,18";"0,18";"12,44";"0,18";"0,37";4
15;"101209";"gmina wiejska";"gm. Ładzice";"radomszczański";"łódzkie";"58,16";"0,45";"10,00";"90,00";"0,00";"99,55";"1,54";"3,94";"62,22";"12,62";"0,14";"2,49";"0,14";"0,14";"16,61";"0,09";"0,09";5
15;"101210";"gmina wiejska";"gm. Masłowice";"radomszczański";"łódzkie";"61,66";"0,38";"50,00";"50,00";"0,00";"99,62";"1,20";"5,46";"69,70";"7,42";"0,19";"3,40";"0,14";"0,05";"12,21";"0,10";"0,14";4
15;"101211";"gmina miejsko-wiejska";"gm. Przedbórz";"radomszczański";"łódzkie";"60,10";"0,74";"46,15";"53,85";"0,00";"99,26";"1,48";"6,10";"63,65";"9,44";"0,20";"3,05";"0,14";"0,06";"15,45";"0,11";"0,31";7
15;"101212";"gmina wiejska";"gm. Radomsko";"radomszczański";"łódzkie";"61,99";"0,26";"28,57";"71,43";"0,00";"99,74";"2,36";"6,44";"55,58";"11,34";"0,18";"2,87";"0,04";"0,22";"20,68";"0,00";"0,29";6
15;"101213";"gmina wiejska";"gm. Wielgomłyny";"radomszczański";"łódzkie";"57,76";"0,55";"33,33";"66,67";"0,00";"99,45";"1,52";"4,94";"69,19";"8,31";"0,14";"4,57";"0,09";"0,09";"10,85";"0,00";"0,28";6
15;"101214";"gmina wiejska";"gm. Żytno";"radomszczański";"łódzkie";"57,46";"0,45";"54,55";"45,45";"0,00";"99,55";"1,75";"4,72";"69,27";"8,83";"0,24";"1,87";"0,20";"0,20";"12,66";"0,04";"0,20";4
17;"101301";"gmina miejska";"m. Rawa Mazowiecka";"rawski";"łódzkie";"67,09";"0,40";"47,22";"52,78";"0,00";"99,60";"1,77";"6,76";"48,83";"12,71";"0,21";"2,54";"0,09";"0,14";"26,54";"0,13";"0,27";9
17;"101302";"gmina miejsko-wiejska";"gm. Biała Rawska";"rawski";"łódzkie";"59,63";"0,35";"52,63";"47,37";"0,00";"99,65";"1,28";"7,59";"61,56";"9,80";"0,26";"5,61";"0,15";"0,07";"13,48";"0,04";"0,17";7
17;"101303";"gmina wiejska";"gm. Cielądz";"rawski";"łódzkie";"59,91";"0,16";"66,67";"33,33";"0,00";"99,84";"0,90";"5,74";"75,04";"6,27";"0,11";"3,95";"0,05";"0,16";"7,64";"0,11";"0,05";3
17;"101304";"gmina wiejska";"gm. Rawa Mazowiecka";"rawski";"łódzkie";"61,83";"0,44";"26,32";"73,68";"0,00";"99,56";"1,05";"6,77";"65,09";"9,60";"0,14";"3,95";"0,16";"0,05";"12,96";"0,05";"0,19";5
17;"101305";"gmina wiejska";"gm. Regnów";"rawski";"łódzkie";"64,78";"0,92";"11,11";"88,89";"0,00";"99,08";"0,52";"4,88";"70,95";"8,20";"0,10";"7,37";"0,31";"0,10";"7,16";"0,00";"0,41";1
17;"101306";"gmina wiejska";"gm. Sadkowice";"rawski";"łódzkie";"58,47";"0,23";"0,00";"100,00";"0,00";"99,77";"0,89";"6,79";"70,40";"7,60";"0,47";"4,93";"0,12";"0,19";"8,22";"0,04";"0,35";4
16;"101401";"gmina miejska";"m. Sieradz";"sieradzki";"łódzkie";"65,57";"0,35";"50,65";"49,35";"0,00";"99,65";"2,69";"6,04";"43,50";"13,74";"0,15";"2,36";"0,10";"0,11";"30,87";"0,16";"0,28";28
16;"101402";"gmina miejsko-wiejska";"gm. Błaszki";"sieradzki";"łódzkie";"60,26";"0,39";"37,04";"62,96";"0,00";"99,61";"1,39";"5,73";"66,63";"7,12";"0,17";"5,58";"0,16";"0,04";"12,86";"0,07";"0,24";11
16;"101403";"gmina wiejska";"gm. Brąszewice";"sieradzki";"łódzkie";"62,26";"0,32";"42,86";"57,14";"0,00";"99,68";"0,92";"7,43";"72,17";"7,75";"0,23";"2,95";"0,00";"0,18";"7,66";"0,09";"0,60";4
16;"101404";"gmina wiejska";"gm. Brzeźnio";"sieradzki";"łódzkie";"61,13";"0,58";"55,56";"44,44";"0,00";"99,42";"1,26";"6,13";"57,57";"13,42";"0,16";"5,74";"0,00";"0,06";"15,40";"0,06";"0,19";5
16;"101405";"gmina wiejska";"gm. Burzenin";"sieradzki";"łódzkie";"59,21";"0,45";"66,67";"33,33";"0,00";"99,55";"2,19";"6,56";"58,33";"11,27";"0,11";"4,07";"0,11";"0,11";"16,86";"0,08";"0,30";7
16;"101406";"gmina wiejska";"gm. Goszczanów";"sieradzki";"łódzkie";"58,97";"0,35";"66,67";"33,33";"0,00";"99,65";"1,17";"6,36";"68,50";"8,39";"0,16";"4,22";"0,12";"0,12";"10,58";"0,12";"0,27";5
16;"101407";"gmina wiejska";"gm. Klonowa";"sieradzki";"łódzkie";"61,16";"0,35";"20,00";"80,00";"0,00";"99,65";"0,99";"4,73";"70,08";"8,19";"0,07";"4,87";"0,00";"0,28";"10,44";"0,14";"0,21";4
16;"101408";"gmina wiejska";"gm. Sieradz";"sieradzki";"łódzkie";"67,29";"0,38";"38,10";"61,90";"0,00";"99,62";"1,69";"6,31";"60,31";"11,31";"0,13";"2,24";"0,09";"0,22";"17,34";"0,09";"0,28";7
16;"101409";"gmina miejsko-wiejska";"gm. Warta";"sieradzki";"łódzkie";"60,65";"0,31";"42,11";"57,89";"0,00";"99,69";"1,31";"5,62";"63,24";"10,98";"0,11";"3,68";"0,11";"0,10";"14,68";"0,06";"0,11";12
16;"101410";"gmina wiejska";"gm. Wróblew";"sieradzki";"łódzkie";"60,25";"0,27";"37,50";"62,50";"0,00";"99,73";"2,03";"5,31";"65,89";"9,67";"0,30";"4,80";"0,10";"0,14";"11,46";"0,14";"0,17";4
16;"101411";"gmina miejsko-wiejska";"gm. Złoczew";"sieradzki";"łódzkie";"60,56";"0,34";"25,00";"75,00";"0,00";"99,66";"1,50";"6,16";"63,79";"10,33";"0,20";"3,45";"0,20";"0,23";"13,76";"0,09";"0,29";7
17;"101501";"gmina wiejska";"gm. Bolimów";"skierniewicki";"łódzkie";"64,47";"0,39";"37,50";"62,50";"0,00";"99,61";"1,57";"8,04";"57,97";"11,48";"0,10";"3,87";"0,05";"0,10";"16,43";"0,25";"0,15";5
17;"101502";"gmina wiejska";"gm. Głuchów";"skierniewicki";"łódzkie";"73,24";"0,42";"64,29";"35,71";"0,00";"99,58";"0,69";"6,54";"75,19";"6,30";"0,27";"4,59";"0,12";"0,06";"5,91";"0,06";"0,27";4
17;"101503";"gmina wiejska";"gm. Godzianów";"skierniewicki";"łódzkie";"69,63";"0,34";"0,00";"100,00";"0,00";"99,66";"1,31";"6,74";"68,00";"12,18";"0,21";"3,85";"0,07";"0,21";"7,30";"0,00";"0,14";2
17;"101504";"gmina wiejska";"gm. Kowiesy";"skierniewicki";"łódzkie";"63,17";"0,40";"50,00";"50,00";"0,00";"99,60";"1,52";"7,47";"57,87";"10,65";"0,40";"5,89";"0,13";"0,07";"15,81";"0,07";"0,13";5
17;"101505";"gmina wiejska";"gm. Lipce Reymontowskie";"skierniewicki";"łódzkie";"71,25";"0,59";"45,45";"54,55";"0,00";"99,41";"0,76";"4,77";"68,04";"10,91";"0,05";"3,36";"0,00";"0,05";"11,88";"0,05";"0,11";3
17;"101506";"gmina wiejska";"gm. Maków";"skierniewicki";"łódzkie";"68,49";"0,36";"50,00";"50,00";"0,00";"99,64";"1,22";"7,91";"62,99";"12,02";"0,24";"3,10";"0,00";"0,21";"11,78";"0,24";"0,27";6
17;"101507";"gmina wiejska";"gm. Nowy Kawęczyn";"skierniewicki";"łódzkie";"64,08";"0,17";"100,00";"0,00";"0,00";"99,83";"1,56";"7,65";"61,51";"10,50";"0,22";"3,41";"0,00";"0,22";"14,80";"0,06";"0,06";4
17;"101508";"gmina wiejska";"gm. Skierniewice";"skierniewicki";"łódzkie";"65,41";"0,26";"20,00";"80,00";"0,00";"99,74";"1,50";"6,51";"59,34";"13,17";"0,24";"2,52";"0,05";"0,13";"16,32";"0,05";"0,18";8
17;"101509";"gmina wiejska";"gm. Słupia";"skierniewicki";"łódzkie";"69,04";"0,57";"37,50";"62,50";"0,00";"99,43";"1,22";"5,72";"71,62";"8,51";"0,29";"4,43";"0,07";"0,07";"7,79";"0,07";"0,21";2
17;"101601";"gmina miejska";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"65,11";"0,32";"36,00";"64,00";"0,00";"99,68";"2,36";"6,21";"44,84";"13,57";"0,16";"2,05";"0,16";"0,10";"30,19";"0,12";"0,23";28
17;"101602";"gmina wiejska";"gm. Będków";"tomaszowski";"łódzkie";"67,18";"0,71";"15,38";"84,62";"0,00";"99,29";"1,48";"10,17";"63,33";"8,03";"0,05";"2,80";"0,05";"0,11";"13,25";"0,11";"0,60";3
17;"101603";"gmina wiejska";"gm. Budziszewice";"tomaszowski";"łódzkie";"67,92";"0,26";"66,67";"33,33";"0,00";"99,74";"1,20";"7,79";"63,70";"7,45";"0,43";"2,91";"0,09";"0,00";"16,10";"0,00";"0,34";3
17;"101604";"gmina wiejska";"gm. Czerniewice";"tomaszowski";"łódzkie";"63,72";"0,39";"0,00";"100,00";"0,00";"99,61";"0,89";"4,73";"69,48";"8,33";"0,08";"4,11";"0,12";"0,04";"12,08";"0,04";"0,12";4
17;"101605";"gmina wiejska";"gm. Inowłódz";"tomaszowski";"łódzkie";"66,26";"0,23";"20,00";"80,00";"0,00";"99,77";"2,34";"5,79";"55,03";"8,96";"0,05";"3,26";"0,14";"0,00";"24,21";"0,18";"0,05";4
17;"101606";"gmina wiejska";"gm. Lubochnia";"tomaszowski";"łódzkie";"68,37";"0,40";"13,33";"86,67";"0,00";"99,60";"1,14";"7,64";"65,67";"9,05";"0,11";"3,94";"0,05";"0,05";"12,14";"0,08";"0,13";7
17;"101607";"gmina wiejska";"gm. Rokiciny";"tomaszowski";"łódzkie";"67,39";"0,36";"25,00";"75,00";"0,00";"99,64";"1,54";"7,15";"58,16";"11,04";"0,06";"2,90";"0,06";"0,12";"18,43";"0,18";"0,36";4
17;"101608";"gmina wiejska";"gm. Rzeczyca";"tomaszowski";"łódzkie";"63,34";"0,20";"0,00";"100,00";"0,00";"99,80";"1,15";"5,60";"72,72";"7,20";"0,08";"4,13";"0,00";"0,08";"8,88";"0,04";"0,12";4
17;"101609";"gmina wiejska";"gm. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"68,89";"0,25";"20,00";"80,00";"0,00";"99,75";"1,21";"6,96";"55,17";"13,06";"0,25";"2,92";"0,17";"0,07";"19,89";"0,08";"0,22";9
17;"101610";"gmina wiejska";"gm. Ujazd";"tomaszowski";"łódzkie";"66,59";"0,25";"30,00";"70,00";"0,00";"99,75";"2,05";"8,79";"55,23";"12,51";"0,15";"2,76";"0,05";"0,17";"17,92";"0,10";"0,27";8
17;"101611";"gmina wiejska";"gm. Żelechlinek";"tomaszowski";"łódzkie";"63,99";"0,35";"33,33";"66,67";"0,00";"99,65";"0,76";"5,57";"71,73";"4,46";"0,06";"10,38";"0,12";"0,06";"6,74";"0,06";"0,06";4
16;"101701";"gmina wiejska";"gm. Biała";"wieluński";"łódzkie";"61,27";"0,15";"0,00";"100,00";"0,00";"99,85";"1,54";"6,56";"62,46";"13,15";"0,15";"4,23";"0,00";"0,11";"11,61";"0,07";"0,11";7
16;"101702";"gmina wiejska";"gm. Czarnożyły";"wieluński";"łódzkie";"64,02";"0,30";"0,00";"100,00";"0,00";"99,70";"1,65";"6,12";"60,23";"12,24";"0,30";"4,65";"0,00";"0,13";"14,59";"0,00";"0,09";4
16;"101703";"gmina wiejska";"gm. Konopnica";"wieluński";"łódzkie";"65,22";"0,15";"0,00";"100,00";"0,00";"99,85";"1,22";"6,32";"59,05";"11,19";"0,15";"3,55";"0,00";"0,29";"17,95";"0,05";"0,24";6
16;"101704";"gmina wiejska";"gm. Mokrsko";"wieluński";"łódzkie";"64,16";"0,51";"28,57";"71,43";"0,00";"99,49";"1,45";"7,11";"58,22";"14,23";"0,11";"2,90";"0,04";"0,07";"15,43";"0,11";"0,33";6
16;"101705";"gmina wiejska";"gm. Osjaków";"wieluński";"łódzkie";"67,32";"0,55";"21,43";"78,57";"0,00";"99,45";"0,79";"6,61";"63,14";"12,23";"0,08";"4,24";"0,12";"0,08";"12,59";"0,00";"0,12";6
16;"101706";"gmina wiejska";"gm. Ostrówek";"wieluński";"łódzkie";"60,15";"0,32";"0,00";"100,00";"0,00";"99,68";"1,15";"5,39";"63,27";"10,05";"0,14";"4,24";"0,09";"0,00";"15,30";"0,09";"0,28";6
16;"101707";"gmina wiejska";"gm. Pątnów";"wieluński";"łódzkie";"65,83";"0,41";"21,43";"78,57";"0,00";"99,59";"1,08";"4,82";"66,35";"12,44";"0,17";"3,14";"0,03";"0,06";"11,57";"0,06";"0,29";9
16;"101708";"gmina wiejska";"gm. Skomlin";"wieluński";"łódzkie";"63,57";"0,31";"20,00";"80,00";"0,00";"99,69";"1,41";"8,34";"55,15";"12,82";"0,06";"5,95";"0,12";"0,18";"15,52";"0,25";"0,18";4
16;"101709";"gmina miejsko-wiejska";"gm. Wieluń";"wieluński";"łódzkie";"64,31";"0,28";"35,56";"64,44";"0,00";"99,72";"2,27";"5,72";"44,71";"14,09";"0,21";"2,74";"0,09";"0,14";"29,67";"0,14";"0,21";25
16;"101710";"gmina wiejska";"gm. Wierzchlas";"wieluński";"łódzkie";"61,37";"0,39";"61,54";"38,46";"0,00";"99,61";"1,83";"6,03";"55,28";"14,27";"0,21";"4,32";"0,06";"0,03";"17,72";"0,06";"0,21";7
16;"101801";"gmina wiejska";"gm. Bolesławiec";"wieruszowski";"łódzkie";"57,78";"0,75";"50,00";"50,00";"0,00";"99,25";"1,18";"9,01";"52,82";"13,51";"0,05";"4,61";"0,05";"0,16";"18,34";"0,21";"0,05";4
